,ilkid,all_star_leag,all_star_firstyear,all_star_lastyear,all_star_gp,all_star_minutes,all_star_total_pts,all_star_dreb,all_star_oreb,all_star_reb,all_star_asts,all_star_stl,all_star_blk,all_star_turnover,all_star_pf,all_star_fga,all_star_fgm,all_star_fta,all_star_tpa,all_star_tpm
144,GRANTHO01 ,N,1993,1993,1,17,4.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0
145,GREENAC01 ,N,1989,1989,1,12,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
146,GREENJO01 ,N,1961,1970,4,72,32.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,8.0,0.0,0.0
147,GREENMI01 ,A,1974,1974,1,18,6.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,6.0,3.0,0.0,0.0,0.0
148,GREENRI01 ,N,1983,1983,1,19,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0
149,GREERHA01 ,N,1960,1969,10,207,130.0,0.0,0.0,45.0,28.0,0.0,0.0,0.0,0.0,102.0,47.0,37.0,0.0,0.0
150,GROZAAL01 ,N,1950,1950,1,0,17.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,16.0,8.0,1.0,0.0,0.0
151,GUERIRI01 ,N,1957,1962,6,122,63.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,56.0,23.0,26.0,0.0,0.0
152,GUGLITO01 ,N,1996,1996,1,19,9.0,7.0,1.0,8.0,3.0,2.0,0.0,3.0,3.0,7.0,3.0,4.0,1.0,0.0
153,HAGANCL01 ,A,1967,1967,1,24,10.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,11.0,4.0,2.0,0.0,0.0
154,HAGANCL01 ,N,1957,1961,5,164,21.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,26.0,8.0,5.0,0.0,0.0
155,HARDAAN01 ,N,1994,1997,4,98,55.0,3.0,4.0,15.0,24.0,2.0,0.0,2.0,2.0,32.0,20.0,12.0,6.0,3.0
156,HARDATI01 ,N,1990,1997,5,162,37.0,4.0,0.0,7.0,19.0,1.0,0.0,8.0,1.0,35.0,14.0,2.0,11.0,4.0
157,HARRIBO02 ,N,1955,1955,1,25,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0
158,HAVLIJO01 ,N,1965,1977,13,303,179.0,0.0,0.0,46.0,34.0,0.0,0.0,0.0,0.0,154.0,74.0,41.0,0.0,0.0
159,HAWKICO01 ,A,1967,1967,1,26,7.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0
160,HAWKICO01 ,N,1969,1972,4,45,25.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,16.0,8.0,10.0,0.0,0.0
161,HAWKIHE01 ,N,1990,1990,1,14,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
162,HAYESEL01 ,N,1968,1979,12,264,119.0,0.0,0.0,92.0,17.0,0.0,0.0,0.0,0.0,129.0,52.0,34.0,0.0,0.0
163,HAYWOSP01 ,A,1969,1969,1,39,23.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,4.0,19.0,10.0,4.0,0.0,0.0
164,HAYWOSP01 ,N,1971,1974,4,97,48.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,46.0,20.0,9.0,0.0,0.0
165,HAZZAWA01 ,N,1967,1967,1,20,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0
166,HEINSTO01 ,N,1956,1964,6,196,51.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,67.0,22.0,8.0,0.0,0.0
167,HIGHTWA01 ,A,1968,1968,1,9,6.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0
168,HILLGR01  ,N,1994,2000,6,214,57.0,7.0,2.0,12.0,17.0,3.0,1.0,6.0,3.0,43.0,25.0,7.0,2.0,1.0
169,HILLTY01  ,N,1994,1994,1,6,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
170,HOLLILI01 ,N,1977,1977,1,23,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0
171,HORNAJE01 ,N,1991,1991,1,24,11.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0
172,HOUSTAL01 ,N,1999,2000,2,33,16.0,3.0,0.0,3.0,5.0,1.0,0.0,2.0,1.0,15.0,5.0,4.0,5.0,2.0
173,HOWARJU01 ,N,1995,1995,1,16,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
174,HOWELBA01 ,N,1960,1966,6,81,32.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,33.0,13.0,8.0,0.0,0.0
175,HUDSOLO01 ,N,1968,1973,6,99,66.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,61.0,26.0,15.0,0.0,0.0
176,HUNDLRO01 ,N,1959,1960,2,37,24.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,22.0,11.0,2.0,0.0,0.0
177,HUNTELE01 ,A,1967,1968,2,43,19.0,6.0,8.0,14.0,1.0,0.0,0.0,6.0,7.0,17.0,7.0,7.0,0.0,0.0
178,HUTCHME01 ,N,1952,1956,4,114,26.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,39.0,11.0,8.0,0.0,0.0
179,ILGAUZY01 ,N,2002,2002,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
180,IMHOFDA01 ,N,1966,1966,1,6,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
181,ISSELDA01 ,A,1970,1975,6,163,103.0,21.0,17.0,47.0,16.0,1.0,1.0,10.0,12.0,79.0,42.0,26.0,0.0,0.0
182,ISSELDA01 ,N,1976,1976,1,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
183,IVERSAL01 ,N,1999,2003,5,144,94.0,8.0,6.0,14.0,35.0,11.0,0.0,21.0,5.0,77.0,35.0,26.0,6.0,4.0
184,JABALWA01 ,A,1969,1973,4,87,30.0,10.0,5.0,17.0,12.0,4.0,0.0,7.0,10.0,38.0,13.0,6.0,7.0,1.0
185,JACKSLU01 ,N,1964,1964,1,15,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0
186,JACKSMA01 ,N,1988,1988,1,16,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0
187,JACKSME01 ,A,1968,1968,1,11,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0
188,JACKSTO01 ,A,1967,1967,1,12,4.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,3.0,0.0
189,JOHNSDE01 ,N,1978,1984,5,107,77.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,43.0,25.0,30.0,0.0,0.0
190,JOHNSED02 ,N,1979,1981,3,88,54.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,40.0,25.0,6.0,0.0,0.0
191,JOHNSGU01 ,N,1964,1970,5,99,67.0,0.0,0.0,33.0,6.0,0.0,0.0,0.0,0.0,56.0,24.0,25.0,0.0,0.0
192,JOHNSJO01 ,N,1970,1971,2,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
193,JOHNSKE01 ,N,1989,1993,3,51,13.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0
194,JOHNSLA01 ,N,1992,1994,2,36,11.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,0.0
195,JOHNSMA01 ,N,1978,1991,13,461,174.0,0.0,0.0,63.0,123.0,0.0,0.0,0.0,0.0,139.0,63.0,43.0,0.0,0.0
196,JOHNSMA02 ,N,1980,1985,4,71,27.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,20.0,8.0,14.0,0.0,0.0
197,JOHNSNE01 ,A,1970,1970,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
198,JOHNSNE02 ,N,1952,1957,6,132,70.0,0.0,0.0,52.0,6.0,0.0,0.0,0.0,0.0,63.0,27.0,23.0,0.0,0.0
199,JOHNSST03 ,A,1972,1974,3,47,18.0,5.0,3.0,8.0,2.0,1.0,0.0,1.0,6.0,23.0,8.0,2.0,3.0,0.0
200,JONESBO01 ,A,1975,1975,1,29,24.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,2.0,12.0,8.0,11.0,0.0,0.0
201,JONESBO01 ,N,1976,1981,4,64,26.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,29.0,12.0,2.0,0.0,0.0
202,JONESCA01 ,A,1974,1974,1,15,5.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0
203,JONESED01 ,N,1996,1999,3,63,35.0,7.0,9.0,16.0,5.0,4.0,2.0,4.0,3.0,30.0,14.0,9.0,11.0,2.0
204,JONESJI01 ,A,1967,1973,6,139,62.0,7.0,4.0,14.0,15.0,1.0,0.0,7.0,11.0,44.0,21.0,26.0,5.0,0.0
205,JONESLA01 ,A,1967,1970,4,107,64.0,16.0,4.0,26.0,17.0,0.0,0.0,6.0,11.0,42.0,22.0,26.0,1.0,1.0
206,JONESRI01 ,A,1972,1973,2,33,4.0,8.0,4.0,12.0,3.0,0.0,1.0,4.0,5.0,19.0,2.0,0.0,1.0,0.0
207,JONESSA01 ,N,1961,1967,5,102,41.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,56.0,18.0,6.0,0.0,0.0
208,JONESST01 ,A,1969,1971,3,58,32.0,4.0,1.0,10.0,4.0,0.0,0.0,2.0,6.0,25.0,11.0,9.0,1.0,1.0
209,JONESWI01 ,A,1971,1971,1,10,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
210,JORDAMI01 ,N,1984,2002,14,481,262.0,20.0,6.0,61.0,54.0,9.0,0.0,8.0,8.0,233.0,110.0,52.0,3.0,1.0
211,KAUFFBO01 ,N,1970,1972,3,20,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0
212,KEMPSH01  ,N,1992,1997,6,120,54.0,12.0,3.0,35.0,10.0,5.0,0.0,5.0,3.0,48.0,22.0,12.0,2.0,0.0
213,KENONLA01 ,A,1973,1975,3,58,40.0,9.0,1.0,16.0,3.0,0.0,0.0,4.0,6.0,30.0,19.0,3.0,0.0,0.0
214,KENONLA01 ,N,1977,1978,2,27,19.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,18.0,9.0,2.0,0.0,0.0
215,KERRJO01  ,N,1955,1962,3,48,13.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,22.0,5.0,5.0,0.0,0.0
216,KEYEJU01  ,A,1970,1970,1,7,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
217,KIDDJA01  ,N,1995,2003,7,178,56.0,18.0,1.0,25.0,58.0,17.0,0.0,19.0,6.0,37.0,20.0,6.0,19.0,10.0
218,KINGBE01  ,N,1983,1990,3,70,39.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,31.0,16.0,11.0,0.0,0.0
219,KINGJI01  ,N,1967,1967,1,7,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
220,KIRILAN01 ,N,2003,2003,1,12,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0
221,KNIGHBI01 ,A,1975,1975,1,23,20.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,3.0,14.0,9.0,2.0,1.0,0.0
222,KNIGHBI01 ,N,1976,1976,1,12,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0
223,KOJISDO01 ,N,1967,1968,2,26,12.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,12.0,4.0,5.0,0.0,0.0
224,LARUSRU01 ,N,1961,1968,5,169,29.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,27.0,13.0,9.0,0.0,0.0
225,LACEYSA01 ,N,1974,1974,1,17,6.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0
226,LADNEWE01 ,A,1970,1971,2,34,16.0,10.0,3.0,13.0,1.0,0.0,0.0,2.0,5.0,16.0,8.0,0.0,2.0,0.0
227,LAETTCH01 ,N,1996,1996,1,24,7.0,7.0,4.0,11.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,0.0,0.0
228,LAIMBBI01 ,N,1982,1986,4,45,28.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,20.0,13.0,3.0,0.0,0.0
229,LANIEBO01 ,N,1971,1978,7,110,66.0,0.0,0.0,42.0,12.0,0.0,0.0,0.0,0.0,48.0,29.0,10.0,0.0,0.0
230,LEECL01   ,N,1967,1967,1,18,6.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0
231,LEVERLA01 ,N,1987,1989,2,53,33.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,27.0,14.0,6.0,0.0,0.0
232,LEWISFR01 ,A,1967,1974,4,78,51.0,6.0,0.0,12.0,15.0,2.0,0.0,9.0,7.0,42.0,21.0,9.0,3.0,2.0
233,LEWISMI01 ,A,1970,1970,1,14,7.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,4.0,7.0,3.0,1.0,0.0,0.0
234,LEWISRE01 ,N,1991,1991,1,15,7.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0
235,LIGONGO01 ,A,1968,1968,1,12,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0
236,LOVEBO01  ,N,1970,1972,3,49,30.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,9.0,0.0,0.0
237,LOVELCL01 ,N,1955,1960,3,69,40.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,40.0,19.0,4.0,0.0,0.0
238,LUCASJE01 ,N,1963,1970,7,183,89.0,0.0,0.0,64.0,12.0,0.0,0.0,0.0,0.0,64.0,35.0,21.0,0.0,0.0
239,LUCASMA01 ,A,1975,1975,1,14,5.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0
240,LUCASMA01 ,N,1976,1982,4,90,34.0,0.0,0.0,31.0,8.0,0.0,0.0,0.0,0.0,40.0,16.0,3.0,0.0,0.0
241,MACAUED01 ,N,1950,1956,7,154,83.0,0.0,0.0,32.0,18.0,0.0,0.0,0.0,0.0,62.0,24.0,41.0,0.0,0.0
242,MAGLOJA01 ,N,2003,2003,1,21,19.0,5.0,3.0,8.0,0.0,1.0,1.0,1.0,2.0,16.0,9.0,2.0,0.0,0.0
243,MAHAFRA01 ,A,1967,1967,1,7,4.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0
244,MAJERDA01 ,N,1991,1994,4,157,32.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,28.0,12.0,4.0,0.0,0.0
245,MALONJE01 ,N,1985,1986,2,25,12.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0
246,MALONKA01 ,N,1987,2000,13,343,145.0,7.0,1.0,74.0,19.0,3.0,1.0,0.0,1.0,107.0,58.0,40.0,0.0,0.0
247,MALONMO01 ,A,1974,1974,1,20,6.0,7.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0
248,MALONMO01 ,N,1977,1988,11,273,124.0,0.0,0.0,103.0,18.0,0.0,0.0,0.0,0.0,95.0,42.0,65.0,0.0,0.0
249,MANNIDA01 ,N,1992,1993,2,35,18.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0
250,MARAVPE02 ,N,1972,1978,5,178,43.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,44.0,18.0,9.0,0.0,0.0
251,MARBUST01 ,N,2000,2002,2,33,16.0,1.0,0.0,1.0,10.0,0.0,0.0,5.0,2.0,12.0,6.0,4.0,5.0,2.0
252,MARINJA01 ,N,1971,1972,2,26,15.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,7.0,1.0,0.0,0.0
253,MARIOSH01 ,N,2002,2002,1,23,8.0,2.0,5.0,7.0,4.0,3.0,1.0,0.0,1.0,9.0,4.0,0.0,1.0,0.0
254,MARTIKE01 ,N,2003,2003,1,23,17.0,3.0,4.0,7.0,3.0,0.0,0.0,3.0,1.0,10.0,8.0,2.0,0.0,0.0
255,MARTISL01 ,N,1952,1958,7,180,40.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,53.0,16.0,12.0,0.0,0.0
256,MASHBJA01 ,N,2002,2002,1,14,10.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,2.0
257,MASONAN01 ,N,2000,2000,1,20,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0
258,MCADOBO01 ,N,1973,1977,5,126,88.0,0.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,64.0,37.0,19.0,0.0,0.0
259,MCCLATE01 ,A,1973,1973,1,25,12.0,1.0,2.0,3.0,4.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0
260,MCDANJI01 ,A,1971,1971,1,20,24.0,5.0,6.0,11.0,1.0,0.0,0.0,2.0,3.0,15.0,11.0,3.0,0.0,0.0
261,MCDANXA01 ,N,1987,1987,1,13,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
262,MCDYEAN01 ,N,2000,2000,1,15,8.0,5.0,3.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0
263,MCGINGE01 ,A,1972,1974,3,96,55.0,23.0,15.0,38.0,8.0,5.0,2.0,14.0,13.0,50.0,23.0,17.0,2.0,0.0
264,MCGINGE01 ,N,1975,1978,3,70,30.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,30.0,11.0,17.0,0.0,0.0
265,MCGLOJO01 ,N,1968,1968,1,7,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
266,MCGRATR01 ,N,2000,2003,4,103,68.0,8.0,5.0,13.0,9.0,5.0,1.0,7.0,4.0,47.0,25.0,14.0,18.0,7.0
267,MCGUIDI01 ,N,1950,1958,7,147,39.0,0.0,0.0,23.0,38.0,0.0,0.0,0.0,0.0,31.0,12.0,12.0,0.0,0.0
268,MCHALKE01 ,N,1983,1990,7,125,61.0,0.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,48.0,24.0,14.0,0.0,0.0
269,MELCHBI01 ,A,1970,1972,3,66,21.0,8.0,3.0,11.0,8.0,1.0,0.0,6.0,4.0,20.0,8.0,6.0,0.0,0.0
270,MENYADE01 ,A,1967,1967,1,6,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0
271,MESCHTO01 ,N,1962,1962,1,8,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
272,MIKANGE01 ,N,1950,1953,4,100,78.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,0.0,80.0,28.0,27.0,0.0,0.0
273,MIKKEVE01 ,N,1950,1956,6,110,67.0,0.0,0.0,52.0,8.0,0.0,0.0,0.0,0.0,70.0,27.0,20.0,0.0,0.0
274,MILESED01 ,N,1965,1965,1,28,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,5.0,0.0,0.0
275,MILLEBR01 ,N,2002,2003,2,27,13.0,5.0,4.0,9.0,3.0,0.0,0.0,4.0,2.0,9.0,6.0,2.0,0.0,0.0
276,MILLERE01 ,N,1989,1999,5,96,40.0,2.0,0.0,5.0,10.0,2.0,0.0,1.0,3.0,35.0,16.0,4.0,8.0,2.0
277,MINGYA01  ,N,2002,2003,2,35,18.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,15.0,9.0,0.0,2.0,0.0
278,MITCHMI01 ,N,1980,1981,2,30,28.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,24.0,12.0,4.0,0.0,0.0
279,MIXST01   ,N,1974,1974,1,11,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
280,MOEDO01   ,A,1967,1969,3,81,36.0,7.0,6.0,21.0,17.0,0.0,0.0,3.0,8.0,31.0,13.0,16.0,1.0,0.0
281,MONCRSI01 ,N,1982,1985,4,102,52.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,36.0,16.0,20.0,0.0,0.0
282,MONROEA01 ,N,1968,1976,4,85,40.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,39.0,14.0,17.0,0.0,0.0
283,MOOREGE01 ,A,1969,1969,1,12,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0
284,MOURNAL01 ,N,1993,2001,7,372,40.0,7.0,3.0,19.0,4.0,3.0,6.0,2.0,5.0,33.0,18.0,6.0,0.0,0.0
285,MULLICH01 ,N,1988,1992,5,99,49.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,33.0,15.0,20.0,0.0,0.0
286,MULLIJE01 ,N,1968,1970,3,42,22.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,0.0
287,MURPHCA01 ,N,1978,1978,1,15,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
288,MUTOMDI01 ,N,1991,2001,8,140,50.0,41.0,14.0,74.0,2.0,2.0,6.0,7.0,8.0,37.0,22.0,8.0,0.0,0.0
289,NANCELA01 ,N,1984,1992,3,44,33.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,21.0,15.0,4.0,0.0,0.0
290,NASHST01  ,N,2001,2002,2,40,10.0,4.0,4.0,8.0,12.0,2.0,0.0,4.0,2.0,12.0,4.0,1.0,6.0,2.0
